주차장코드,주차장명,주소,주소2,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주자면,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),최종데이터 동기화 시간,"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 시간(분 단위),버스 추가 단위 요금,일 최대 요금,위도,경도
1495692,헌릉로745길(구),강남구 율현동 101-10,서울특별시 강남구 율현동 101-10,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:36,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1495694,헌릉로745길(구),강남구 율현동 101-10,서울특별시 강남구 율현동 101-10,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:36,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1495712,헌릉로745길(구),강남구 율현동 98-5,서울특별시 강남구 율현동 98-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:36,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1495734,언주로147길(구),강남구 논현동 279-22 언북중학교 뒷길,서울특별시 강남구 논현동 279-22 언북중학교 뒷길,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-11-29 10:59,Y,유료,Y,유료,150000,1.17E+12,400,5,800,5,0,0,0,0,30000,37.51966161,127.032853
1495738,헌릉로745길(구),강남구 율현동 101-10,서울특별시 강남구 율현동 101-10,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:37,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1495805,영동대로85길(구),강남구 대치동 1012-111,서울특별시 강남구 대치동 1012-111,NS,노상 주차장,1,시간제 주차장,1544-3113,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-20 20:37,Y,유료,Y,유료,150000,1.17E+12,400,5,,,0,0,0,0,,,
1495832,헌릉로745길(구),강남구 율현동 101-10,서울특별시 강남구 율현동 101-10,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:37,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1495836,헌릉로745길(구),강남구 율현동 101-10,서울특별시 강남구 율현동 101-10,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:37,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1495861,헌릉로745길(구),강남구 율현동 113-5,서울특별시 강남구 율현동 113-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:37,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1495907,언주로171길(구),강남구 신사동 668-11,서울특별시 강남구 신사동 668-11,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-20 20:41,Y,유료,Y,유료,150000,1.17E+12,400,5,800,5,0,0,0,0,30000,37.52758966,127.0322701
1495933,헌릉로745길(구),강남구 율현동 101-10,서울특별시 강남구 율현동 101-10,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:37,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1496045,영동대로106길(구),강남구 삼성동 172-21,서울특별시 강남구 삼성동 172-21,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-20 20:33,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1496048,영동대로106길(구),강남구 삼성동 172-21,서울특별시 강남구 삼성동 172-21,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-20 20:33,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1496159,대치유수지(구),강남구 대치동 78-29,서울특별시 강남구 대치동 78-29,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:41,Y,유료,Y,유료,80000,1.17E+12,200,5,400,5,0,0,0,0,16000,,
1496216,압구정고가1 공영주차장(시),강남구 신사동 668-0,서울특별시 강남구 신사동 668-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,800,2100,900,2100,900,2100,2021-10-07 16:41,N,무료,N,무료,0,1.17E+12,500,5,500,5,0,0,0,0,0,37.52591869,127.0284366
1496233,동호대교(남) 공영주차장(시),강남구 압구정동 435-0,서울특별시 강남구 압구정동 435-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2021-10-07 16:36,N,무료,Y,유료,70000,1.17E+12,170,5,170,5,0,0,0,0,0,37.53083735,127.0249733
1496313,헌릉로745길(구),강남구 율현동 101-10,서울특별시 강남구 율현동 101-10,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:37,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1496319,영동대로106길(구),강남구 삼성동 172-21,서울특별시 강남구 삼성동 172-21,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-20 20:33,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1496365,대치유수지(구),강남구 대치동 78-29,서울특별시 강남구 대치동 78-29,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:41,Y,유료,Y,유료,80000,1.17E+12,200,5,400,5,0,0,0,0,16000,,
1496373,압구정고가2 공영주차장(시),강남구 신사동 668-0,서울특별시 강남구 신사동 668-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,2000,900,2100,900,2100,2021-10-07 16:43,N,무료,N,무료,0,1.17E+12,500,5,500,5,0,0,0,0,0,37.52554613,127.0284355
1496402,대치유수지(구),강남구 대치동 78-29,서울특별시 강남구 대치동 78-29,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:41,Y,유료,Y,유료,80000,1.17E+12,200,5,400,5,0,0,0,0,16000,,
1496519,영동대로106길(구),강남구 삼성동 172-21,서울특별시 강남구 삼성동 172-21,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-20 20:33,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1496765,대치유수지(구),강남구 대치동 78-29,서울특별시 강남구 대치동 78-29,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-10 20:41,Y,유료,Y,유료,80000,1.17E+12,200,5,400,5,0,0,0,0,16000,,
1497931,영동대로106길(구),강남구 삼성동 172-21,서울특별시 강남구 삼성동 172-21,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-09-20 20:33,Y,유료,Y,유료,120000,1.17E+12,300,5,600,5,0,0,0,0,24000,,
1499502,대림역2 공영주차장(시),구로구 구로동 73-9,서울특별시 구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 15:24,N,무료,Y,유료,0,1.15E+12,260,5,260,5,0,0,0,0,0,,
1499533,제방도로 공영주차장(시),구로구 구로동 69-5,서울특별시 구로구 구로동 69-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 16:16,N,무료,Y,유료,0,1.15E+12,120,5,120,5,0,0,0,0,0,,
1499574,제방도로 공영주차장(시),구로구 구로동 69-5,서울특별시 구로구 구로동 69-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 16:16,N,무료,Y,유료,0,1.15E+12,120,5,120,5,0,0,0,0,0,,
1499707,대림역2 공영주차장(시),구로구 구로동 73-9,서울특별시 구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15E+12,260,5,260,5,0,0,0,0,0,37.49554514,126.8937865
1499735,제방도로 공영주차장(시),구로구 구로동 69-5,서울특별시 구로구 구로동 69-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 16:16,N,무료,Y,유료,0,1.15E+12,120,5,120,5,0,0,0,0,0,,
1499736,제방도로 공영주차장(시),구로구 구로동 69-5,서울특별시 구로구 구로동 69-5,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 16:16,N,무료,Y,유료,0,1.15E+12,120,5,120,5,0,0,0,0,0,37.49918762,126.8929041
1499767,대림역2 공영주차장(시),구로구 구로동 73-9,서울특별시 구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2023-10-12 10:56,N,무료,Y,유료,0,1.15E+12,260,5,260,5,0,0,0,0,0,,
1499776,대림역2 공영주차장(시),구로구 구로동 73-9,서울특별시 구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 15:24,N,무료,Y,유료,0,1.15E+12,260,5,260,5,0,0,0,0,0,,
1499912,대림역2 공영주차장(시),구로구 구로동 73-9,서울특별시 구로구 구로동 73-9,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2021-10-07 15:24,N,무료,Y,유료,0,1.15E+12,260,5,260,5,0,0,0,0,0,,
1503177,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:47,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,,
1503181,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:47,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,,
1503213,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:48,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,,
1503325,화곡1동 배다리서길(구),강서구 화곡동 914-3,서울특별시 강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:48,N,무료,Y,유료,120000,1.15E+12,200,5,250,5,0,0,0,0,10000,,
1503334,화곡1동 배다리서길(구),강서구 화곡동 914-3,서울특별시 강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:48,N,무료,Y,유료,120000,1.15E+12,200,5,250,5,0,0,0,0,10000,,
1503430,등촌3동 구암길(구),강서구 등촌동 695-0,서울특별시 강서구 등촌동 695-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:48,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,37.55996426,126.8452986
1503473,화곡6동 방죽길(구),강서구 화곡동 1112-1,서울특별시 강서구 화곡동 1112-1,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:49,N,무료,Y,유료,0,1.15E+12,250,5,250,5,0,0,0,0,10000,37.55413857,126.8520443
1503518,화곡1동 배다리서길(구),강서구 화곡동 914-3,서울특별시 강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:49,N,무료,Y,유료,120000,1.15E+12,200,5,250,5,0,0,0,0,10000,37.52819149,126.8409182
1503526,화곡4동 배다리동길(구),강서구 화곡동 842-11,서울특별시 강서구 화곡동 842-11,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:49,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,37.52999677,126.8585349
1503530,화곡2동 배다리동길(구),강서구 화곡동 881-14,서울특별시 강서구 화곡동 881-14,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:49,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,37.5290619,126.8522627
1503537,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:49,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,37.52873517,126.8496988
1503674,화곡1동 달구지길(구),강서구 화곡동 361-1,서울특별시 강서구 화곡동 361-1,NS,노상 주차장,3,시간제 + 거주자 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:49,N,무료,N,무료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,37.53292445,126.8367908
1503774,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:50,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,,
1503882,화곡1동 배다리서길(구),강서구 화곡동 914-3,서울특별시 강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:41,N,무료,Y,유료,120000,1.15E+12,200,5,250,5,0,0,0,0,10000,,
1503922,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:41,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1503956,화곡1동 배다리서길(구),강서구 화곡동 914-3,서울특별시 강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,120000,1.15E+12,200,5,250,5,0,0,0,0,10000,,
1504029,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,,
1504033,화곡1동 배다리서길(구),강서구 화곡동 914-3,서울특별시 강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,120000,1.15E+12,200,5,250,5,0,0,0,0,10000,,
1504058,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1504059,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:42,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1504125,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:43,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,,
1504131,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:43,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1504132,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:43,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1504134,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:43,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1504137,화곡1동 배다리서길(구),강서구 화곡동 914-3,서울특별시 강서구 화곡동 914-3,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:43,N,무료,Y,유료,120000,1.15E+12,200,5,250,5,0,0,0,0,10000,,
1504157,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:43,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1504374,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:45,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,,
1504402,방신시장 고객주차장(구),강서구 방화동 858-0,서울특별시 강서구 방화동 858-0,NS,노상 주차장,1,시간제 주차장,02-2666-4080,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1900,0,0,2019-06-10 10:45,N,무료,Y,유료,60000,1.15E+12,250,5,0,0,0,0,0,0,0,37.57189536,126.8131796
1504483,가양3동 황금내공원길(구),강서구 가양동 1485-0,서울특별시 강서구 가양동 1485-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:46,N,무료,Y,유료,50000,1.15E+12,100,5,100,5,0,0,0,0,5000,37.56358913,126.8608948
1504492,등촌3동 꿈나무길(구),강서구 등촌동 701-0,서울특별시 강서구 등촌동 701-0,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:46,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,37.5600312,126.8465216
1504503,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:44,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1504564,화곡8동 배다리동길(구),강서구 화곡동 890-0,서울특별시 강서구 화곡동 890-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:44,N,무료,Y,유료,120000,1.15E+12,200,5,200,5,0,0,0,0,10000,,
1504580,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:44,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1504622,망원 유료 주차장(구),마포구 망원동 394-79,서울특별시 마포구 망원동 394-79,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,0,0,0,0,2019-06-10 10:46,Y,유료,Y,유료,100000,1.14E+12,150,5,150,5,0,0,0,0,0,37.55290901,126.903798
1504664,용강동 노상 공영주차장(구),마포구 용강동 122-15,서울특별시 마포구 용강동 122-15,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,1200,2200,1200,1800,0,0,2019-06-10 10:46,N,무료,Y,유료,0,1.14E+12,250,5,250,5,0,0,0,0,0,37.54233732,126.9402561
1504671,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:47,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,37.55040151,126.8503684
1504727,동교동 노상 공영주차장(구),마포구 서교동 332-1,서울특별시 마포구 서교동 332-1,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,1200,2300,1200,2300,1200,2300,2019-06-10 10:47,N,무료,N,무료,160000,1.14E+12,400,5,400,5,0,0,0,0,0,,
1504809,방화로 공영주차장(시),강서구 공항동 796-0,서울특별시 강서구 공항동 796-0,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,900,1800,0,0,0,0,2023-10-12 15:50,Y,유료,Y,유료,0,1.15E+12,120,5,120,5,0,0,0,0,0,37.55440722,126.8166914
1505050,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:34,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1505051,화곡6동 신학대길(구),강서구 화곡동 980-19,서울특별시 강서구 화곡동 980-19,NS,노상 주차장,1,시간제 주차장,02-2607-9113,0,미연계중,1,Y,유료,N,야간 미개방,900,1900,900,1500,0,0,2019-06-10 10:34,N,무료,Y,유료,120000,1.15E+12,250,5,250,5,0,0,0,0,10000,,
1505123,경남 공영주차장(구),마포구 서교동 376-5,서울특별시 마포구 서교동 376-5,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,1100,2100,1100,2100,0,0,2019-06-10 10:35,N,무료,Y,유료,150000,1.14E+12,250,5,250,5,0,0,0,0,0,37.55509988,126.9204855
1506891,연남 유료 주차장(구),마포구 연남동 258-3,서울특별시 마포구 연남동 258-3,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,1000,2100,1000,2100,0,0,2019-06-10 10:32,N,무료,Y,유료,150000,1.14E+12,250,5,250,5,0,0,0,0,0,37.56381141,126.9261041
1506897,연남 유료 주차장(구),마포구 연남동 228-40,서울특별시 마포구 연남동 228-40,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,1000,2100,1000,2100,0,0,2019-06-10 10:32,N,무료,Y,유료,150000,1.14E+12,250,5,250,5,0,0,0,0,0,,
1507472,연남 유료 주차장(구),마포구 연남동 258-16,서울특별시 마포구 연남동 258-16,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,Y,유료,N,야간 미개방,1000,2100,1000,2100,0,0,2019-06-10 10:39,N,무료,Y,유료,150000,1.14E+12,250,5,250,5,0,0,0,0,0,,
